_id,title,year,vote_count,vote_average
665daecc46c898799d016993,Dumb and Dumberer: When Harry Met Lloyd,2003,799,4.17
665daecc46c898799d016994,"10,000 BC",2008,2842,5.465
665daecc46c898799d016995,City of Angels,1998,2044,6.784
665daecc46c898799d016996,The Sisters Brothers,2018,1863,6.821
665daecc46c898799d016997,Pinocchio,2019,1479,6.576
665daecc46c898799d016998,Practical Magic,1998,1439,6.765
665daecc46c898799d016999,Bowfinger,1999,812,6.158
665daecc46c898799d01699a,20 Days in Mariupol,2023,144,8.104
665daecc46c898799d01699b,Magic Mike XXL,2015,1734,6.2
665daecc46c898799d01699c,Lost in Space,1998,1176,5.389
665daecc46c898799d01699d,Father There Is Only One,2019,703,7.678
665daecc46c898799d01699e,Special Delivery,2022,162,7.049
665daecc46c898799d01699f,The Resort,2021,233,5.805
665daecc46c898799d0169a0,Shaft,2019,1659,6.542
665daecc46c898799d0169a1,The Poison Rose,2019,323,4.633
665daecc46c898799d0169a2,Tom and Jerry: Willy Wonka and the Chocolate Factory,2017,146,6.726
665daecc46c898799d0169a3,Ice Age: The Great Egg-Scapade,2016,453,6.372
665daecc46c898799d0169a4,Unleashed,2005,1919,6.912
665daecc46c898799d0169a5,Bad Santa,2003,2057,6.537
665daecc46c898799d0169a6,Playing It Cool,2014,731,5.887
665daecc46c898799d0169a7,Spring Breakers,2013,3730,5.222
665daecc46c898799d0169a8,Get Smart,2008,3460,6.19
665daecc46c898799d0169a9,Widows,2018,2228,6.487
665daecc46c898799d0169aa,Barbie as the Island Princess,2007,698,7.235
665daecc46c898799d0169ab,The Cobbler,2014,1609,5.859
665daecc46c898799d0169ac,Cats & Dogs,2001,1568,5.385
665daecc46c898799d0169ad,Friday the 13th: A New Beginning,1985,1079,5.284
665daecc46c898799d0169ae,The Ridiculous 6,2015,1355,5.189
665daecc46c898799d0169af,The Tuxedo,2002,1870,5.7
665daecc46c898799d0169b0,The Other Guys,2010,4016,6.305
665daecc46c898799d0169b1,It Takes Two,1995,858,6.494
665daecc46c898799d0169b2,The Great Gatsby,1974,458,6.312
665daecc46c898799d0169b3,Inspector Gadget,1999,1162,4.5
665daecc46c898799d0169b4,Rope,1948,2558,8
665daecc46c898799d0169b5,House of Flying Daggers,2004,1559,7.282
665daecc46c898799d0169b6,Blue Thunder,1983,455,6.2
665daecc46c898799d0169b7,Felon,2008,852,7.166
665daecc46c898799d0169b8,La Dolce Vita,1960,1774,8.104
665daecc46c898799d0169b9,The Amityville Horror,2005,2110,6.139
665daecc46c898799d0169ba,Mike and Dave Need Wedding Dates,2016,2409,6.056
665daecc46c898799d0169bb,Problem Child,1990,796,6.069
665daecc46c898799d0169bc,Pump Up the Volume,1990,336,7.046
665daecc46c898799d0169bd,The Prophecy,1995,476,6.487
665daecc46c898799d0169be,The Forgotten Battle,2021,637,7.1
665daecc46c898799d0169bf,Mars Needs Moms,2011,665,6.008
665daecc46c898799d0169c0,The Beautiful Game,2024,106,6.311
665daecc46c898799d0169c1,Remember Me,2010,3463,7.111
665daecc46c898799d0169c2,Remember Me,2010,3463,7.111
665daecc46c898799d0169c3,Being John Malkovich,1999,4207,7.412
665daecc46c898799d0169c4,The Delta Force,1986,389,5.853
665daecc46c898799d0169c5,Out for Justice,1991,414,6.085
665daecc46c898799d0169c6,Three Christs,2017,124,6.802
665daecc46c898799d0169c7,The Apartment,1960,2182,8.205
665daecc46c898799d0169c8,PAW Patrol: Mighty Pups,2018,570,7.503
665daecc46c898799d0169c9,"The Good, the Bart, and the Loki",2021,646,7.3
665daecc46c898799d0169ca,Thumbelina,1994,479,6.437
665daecc46c898799d0169cb,The Wild,2006,1008,5.542
665daecc46c898799d0169cc,To All the Boys: Always and Forever,2021,1846,7.571
665daecc46c898799d0169cd,2010,1984,891,6.657
665daecc46c898799d0169ce,Armour of God,1986,529,7
665daecc46c898799d0169cf,Clear and Present Danger,1994,1433,6.648
665daecc46c898799d0169d0,The Story of O,1975,144,5.7
665daecc46c898799d0169d1,High School Musical 3: Senior Year,2008,3383,6.566
665daecc46c898799d0169d2,The Secret Garden,2020,560,6.349
665daecc46c898799d0169d3,Natural Born Killers,1994,3269,7.071
665daecc46c898799d0169d4,Athena,2022,689,6.639
665daecc46c898799d0169d5,D.E.B.S.,2005,537,6.402
665daecc46c898799d0169d6,Joe Versus the Volcano,1990,503,5.722
665daecc46c898799d0169d7,A League of Their Own,1992,1330,7.18
665daecc46c898799d0169d8,The Butterfly Effect 3: Revelations,2009,535,5.473
665daecc46c898799d0169d9,Chocolat,2000,3173,6.969
665daecc46c898799d0169da,Dragonheart: Battle for the Heartfire,2017,208,6.1
665daecc46c898799d0169db,Assassination Nation,2018,802,6.276
665daecc46c898799d0169dc,Miami Vice,2006,1688,5.999
665daecc46c898799d0169dd,Eat Pray Love,2010,2353,6.2
665daecc46c898799d0169de,Spawn,1997,1287,5.413
665daecc46c898799d0169df,Personal Shopper,2016,1183,5.909
665daecc46c898799d0169e0,I Origins,2014,3152,7.6
665daecc46c898799d0169e1,Ikiru,1952,1067,8.305
665daecc46c898799d0169e2,Tango & Cash,1989,1829,6.441
665daecc46c898799d0169e3,The Hunchback of Notre Dame,1939,182,7.2
665daecc46c898799d0169e4,The Old Guard,2020,4016,7.148
665daecc46c898799d0169e5,Detective Conan: Crossroad in the Ancient Capital,2003,139,7.068
665daecc46c898799d0169e6,G.I. Jane,1997,1600,6.443
665daecc46c898799d0169e7,3 Days to Kill,2014,2095,6.084
665daecc46c898799d0169e8,Vicky Cristina Barcelona,2008,3604,6.796
665daecc46c898799d0169e9,Endless Love,1981,199,5.583
665daecc46c898799d0169ea,Restart the Earth,2021,133,6.857
665daecc46c898799d0169eb,Bambi II,2006,947,6.498
665daecc46c898799d0169ec,Godzilla vs. Destoroyah,1995,227,7.813
665daecc46c898799d0169ed,Casper Meets Wendy,1998,373,5.988
665daecc46c898799d0169ee,Weird Science,1985,1326,6.537
665daecc46c898799d0169ef,30 Minutes or Less,2011,1642,5.763
665daecc46c898799d0169f0,The Night Comes for Us,2018,657,6.877
665daecc46c898799d0169f1,Broker,2022,408,7.183
665daecc46c898799d0169f2,King Kong vs. Godzilla,1962,277,6.8
665daecc46c898799d0169f3,The Night Comes for Us,2018,657,6.877
665daecc46c898799d0169f4,Broker,2022,408,7.183
665daecc46c898799d0169f5,King Kong vs. Godzilla,1962,277,6.8
665daecc46c898799d0169f6,Diary of a Wimpy Kid: Dog Days,2012,925,6.304
665daecc46c898799d0169f7,Transfusion,2023,232,6.082
665daecc46c898799d0169f8,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,615,6.119
665daecc46c898799d0169f9,Last Tango in Paris,1972,1169,6.973
665daecc46c898799d0169fa,Layer Cake,2004,1989,6.925
665daecc46c898799d0169fb,Kin,2018,796,6.154
665daecc46c898799d0169fc,Unfriended: Dark Web,2018,1480,6.3
665daecc46c898799d0169fd,Dragons: Dawn of the Dragon Racers,2014,325,7.2
665daecc46c898799d0169fe,Detective Conan: Private Eye in the Distant Sea,2013,101,6.7
665daecc46c898799d0169ff,A Prayer Before Dawn,2018,545,6.743
665daecc46c898799d016a00,I Can Only Imagine,2018,446,7.478
665daecc46c898799d016a01,Russian Lolita,2007,101,5.1
665daecc46c898799d016a02,Rise of the Teenage Mutant Ninja Turtles: The Movie,2022,160,7.3
665daecc46c898799d016a03,13 Minutes,2021,193,5.899
665daecc46c898799d016a04,Two Weeks Notice,2002,1976,6.4
665daecc46c898799d016a05,Sleeping with the Enemy,1991,1022,6.5
665daecc46c898799d016a06,Polite Society,2023,147,6.313
665daecc46c898799d016a07,Push,2009,2201,6.148
665daecc46c898799d016a08,An American Pickle,2020,443,5.67
665daecc46c898799d016a09,Windtalkers,2002,1219,6.283
665daecc46c898799d016a0a,Toy Story That Time Forgot,2014,937,7.012
665daecc46c898799d016a0b,Detective Conan: The Time Bombed Skyscraper,1997,216,7.354
665daecc46c898799d016a0c,Tom and Jerry Cowboy Up!,2022,436,6.9
665daecc46c898799d016a0d,Phenomena,1985,779,6.791
665daecc46c898799d016a0e,Doctor Zhivago,1965,1096,7.542
665daecc46c898799d016a0f,Pokémon: Lucario and the Mystery of Mew,2005,284,7.012
665daecc46c898799d016a10,Moonlight,2016,6872,7.389
665daecc46c898799d016a11,Fireworks,2017,327,6.596
665daecc46c898799d016a12,Asphalt Burning,2020,115,5.6
665daecc46c898799d016a13,Forgetting Sarah Marshall,2008,3265,6.495
665daecc46c898799d016a14,Gorgeous,1999,349,6.322
665daecc46c898799d016a15,Guns Akimbo,2020,2195,6.448
665daecc46c898799d016a16,Starship Troopers 2: Hero of the Federation,2004,561,4.324
665daecc46c898799d016a17,Patriot Games,1992,1546,6.679
665daecc46c898799d016a18,22 vs. Earth,2021,434,7.01
665daecc46c898799d016a19,Skinamarink,2023,235,5.447
665daecc46c898799d016a1a,Halloween II,2009,1339,5.351
665daecc46c898799d016a1b,Overboard,1987,812,6.845
665daecc46c898799d016a1c,Extinction,2020,640,6.321
665daecc46c898799d016a1d,Candyman,2021,1490,6.037
665daecc46c898799d016a1e,3096 Days,2013,856,7.423
665daecc46c898799d016a1f,Jason and the Argonauts,1963,576,7.156
665daecc46c898799d016a20,Naked,2017,1227,5.715
665daecc46c898799d016a21,Encino Man,1992,624,5.785
665daecc46c898799d016a22,The Protégé,2021,932,6.6
665daecc46c898799d016a23,Good Luck Chuck,2007,1439,5.918
665daecc46c898799d016a24,City Hunter,1993,365,6.6
665daecc46c898799d016a25,Savage Salvation,2022,234,6.308
665daecc46c898799d016a26,Porky's,1981,821,6.414
665daecc46c898799d016a27,Bait,2012,720,5.66
665daecc46c898799d016a28,"tick, tick... BOOM!",2021,1977,7.667
665daecc46c898799d016a29,Phone Booth,2003,3596,6.855
665daecc46c898799d016a2a,Fortress: Sniper's Eye,2022,150,5.36
665daecc46c898799d016a2b,Peppermint,2018,1987,6.723
665daecc46c898799d016a2c,God Is a Bullet,2023,150,6.197
665daecc46c898799d016a2d,The Librarian: The Curse of the Judas Chalice,2008,454,6.3
665daecc46c898799d016a2e,Hostage,2005,1551,6.348
665daecc46c898799d016a2f,Kursk,2018,576,6.671
665daecc46c898799d016a30,Piggy,2022,553,6.631
665daecc46c898799d016a31,Arthur 3: The War of the Two Worlds,2010,1489,5.781
665daecc46c898799d016a32,La Belle Verte,1996,218,7.172
665daecc46c898799d016a33,Rolling Thunder,1977,192,6.9
665daecc46c898799d016a34,Epic Movie,2007,1484,3.862
665daecc46c898799d016a35,The Last Emperor,1987,1618,7.628
665daecc46c898799d016a36,Rounders,1998,1662,7.007
665daecc46c898799d016a37,Dark Waters,2019,2053,7.521
665daecc46c898799d016a38,A Turtle's Tale 2: Sammy's Escape from Paradise,2012,202,5.79
665daecc46c898799d016a39,National Lampoon's European Vacation,1985,825,6.178
665daecc46c898799d016a3a,Barnyard,2006,1045,5.9
665daecc46c898799d016a3b,Cradle 2 the Grave,2003,877,6.091
665daecc46c898799d016a3c,The Card Counter,2021,909,6.147
665daecc46c898799d016a3d,Harakiri,1962,936,8.4
665daecc46c898799d016a3e,Triple 9,2016,2058,5.966
665daecc46c898799d016a3f,The Money Pit,1986,1081,6.51
665daecc46c898799d016a40,Fistful of Vengeance,2022,278,5.504
665daecc46c898799d016a41,Fired Up!,2009,623,6.128
665daecc46c898799d016a42,Lovelace,2013,666,6.032
665daecc46c898799d016a43,Executive Decision,1996,882,6.286
665daecc46c898799d016a44,Don't Hang Up,2016,501,6.234
665daecc46c898799d016a45,Living,2022,358,7.021
665daecc46c898799d016a46,The Cabinet of Dr. Caligari,1920,1500,7.942
665daecc46c898799d016a47,What Happens in Vegas,2008,2972,6.095
665daecc46c898799d016a48,Fist of Legend,1994,504,7.48
665daecc46c898799d016a49,What Happens in Vegas,2008,2972,6.095
665daecc46c898799d016a4a,Fist of Legend,1994,504,7.48
665daecc46c898799d016a4b,The Wages of Fear,1953,890,8.041
665daecc46c898799d016a4c,"sex, lies, and videotape",1989,860,7
665daecc46c898799d016a4d,Psych: The Movie,2017,211,7.273
665daecc46c898799d016a4e,Street Kings,2008,1429,6.613
665daecc46c898799d016a4f,Fail Safe,1964,365,7.795
665daecc46c898799d016a50,Lady Vengeance,2005,1597,7.543
665daecc46c898799d016a51,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,399,6
665daecc46c898799d016a52,Along Came a Spider,2001,1784,6.3
665daecc46c898799d016a53,Justice League vs. Teen Titans,2016,934,7.284
665daecc46c898799d016a54,Disaster Movie,2008,997,3.191
665daecc46c898799d016a55,Chicago,2002,2507,7.115
665daecc46c898799d016a56,High School Musical 2,2007,3632,6.524
665daecc46c898799d016a57,The Constant Gardener,2005,1427,6.984
665daecc46c898799d016a58,Lara Croft: Tomb Raider - The Cradle of Life,2003,4094,5.745
665daecc46c898799d016a59,Damage,1992,429,6.561
665daecc46c898799d016a5a,Are We Done Yet?,2007,589,5.739
665daecc46c898799d016a5b,Ninja,2009,328,6.046
665daecc46c898799d016a5c,Darkest Hour,2017,4945,7.353
665daecc46c898799d016a5d,Niagara,1953,365,6.785
665daecc46c898799d016a5e,Under Siege,1992,1472,6.269
665daecc46c898799d016a5f,Harold & Kumar Escape from Guantanamo Bay,2008,1424,6.284
665daecc46c898799d016a60,In Good Hands,2022,115,6.696
665daecc46c898799d016a61,The Stranger by the Shore,2020,104,7.793
665daecc46c898799d016a62,The Idiots,1998,543,6.46
665daecc46c898799d016a63,Dog Day Afternoon,1975,2844,7.834
665daecc46c898799d016a64,Happiest Season,2020,1133,7.266
665daecc46c898799d016a65,Halloween: The Curse of Michael Myers,1995,1052,5.172
665daecc46c898799d016a66,GirlHouse,2014,282,6
665daecc46c898799d016a67,Dragon Ball: Yo! Son Goku and His Friends Return!!,2008,468,6.332
665daecc46c898799d016a68,Veronica Mars,2014,1031,6.625
665daecc46c898799d016a69,Halloween II,1981,1926,6.6
665daecc46c898799d016a6a,Taxi 5,2018,973,5.454
665daecc46c898799d016a6b,Persona,1966,2053,8.198
665daecc46c898799d016a6c,Sweet & Sour,2021,169,7.757
665daecc46c898799d016a6d,One Piece: The Movie,2000,316,7.101
665daecc46c898799d016a6e,Reminiscence,2021,1683,6.622
665daecc46c898799d016a6f,Homeward Bound: The Incredible Journey,1993,971,7
665daecc46c898799d016a70,Green Room,2016,2573,6.725
665daecc46c898799d016a71,The Pirates! In an Adventure with Scientists!,2012,1054,6.474
665daecc46c898799d016a72,Ride Along 2,2016,1623,6.3
665daecc46c898799d016a73,The Good Shepherd,2006,1104,6.336
665daecc46c898799d016a74,"I, Tonya",2017,5629,7.5
665daecc46c898799d016a75,The Wicker Man,1973,1322,7.372
665daecc46c898799d016a76,Due Date,2010,5244,6.359
665daecc46c898799d016a77,Zom 100: Bucket List of the Dead,2023,507,6.712
665daecc46c898799d016a78,Barbie Fairytopia: Magic of the Rainbow,2007,424,6.8
665daecc46c898799d016a79,The Son of Bigfoot,2017,465,6.541
665daecc46c898799d016a7a,Mother's Day,2023,205,5.8
665daecc46c898799d016a7b,Cocktail,1988,1391,6.105
665daecc46c898799d016a7c,Along Came Polly,2004,2743,6.002
665daecc46c898799d016a7d,High Crimes,2002,755,6.344
665daecc46c898799d016a7e,The Girl on the Train,2016,5572,6.436
665daecc46c898799d016a7f,Kung Fu Panda: Secrets of the Masters,2011,237,6.5
665daecc46c898799d016a80,"Good Luck to You, Leo Grande",2022,463,6.955
665daecc46c898799d016a81,The Titan,2018,1197,5.332
665daecc46c898799d016a82,Extinction,2015,628,6.183
665daecc46c898799d016a83,Dragons: Gift of the Night Fury,2011,346,7.108
665daecc46c898799d016a84,The Crazies,2010,1972,6.26
665daecc46c898799d016a85,The Last Duel,2021,3217,7.445
665daecc46c898799d016a86,18 Year Old Virgin,2009,137,3.882
665daecc46c898799d016a87,18 Year Old Virgin,2009,137,3.882
665daecc46c898799d016a88,How I Became a Superhero,2020,480,6.088
665daecc46c898799d016a89,Leroy & Stitch,2006,501,6.545
665daecc46c898799d016a8a,Clown,2014,1314,5.75
665daecc46c898799d016a8b,Hudson Hawk,1991,949,5.662
665daecc46c898799d016a8c,The Enforcer,2022,376,7.035
665daecc46c898799d016a8d,The Elephant Man,1980,3356,8.044
665daecc46c898799d016a8e,Turbo: A Power Rangers Movie,1997,261,5.7
665daecc46c898799d016a8f,Little Fockers,2010,3135,5.644
665daecc46c898799d016a90,Phineas and Ferb the Movie: Candace Against the Universe,2020,358,7.264
665daecc46c898799d016a91,Like Water for Chocolate,1992,443,7.334
665daecc46c898799d016a92,The Punisher,1989,561,5.764
665daecc46c898799d016a93,Safe House,2012,3441,6.465
665daecc46c898799d016a94,Gamer,2009,2296,5.7
665daecc46c898799d016a95,Nefarious,2023,229,6.86
665daecc46c898799d016a96,Steel Magnolias,1989,630,7.195
665daecc46c898799d016a97,A Good Year,2006,1444,6.7
665daecc46c898799d016a98,Driven,2019,205,6.276
665daecc46c898799d016a99,Hot Girls Wanted,2015,623,6.03
665daecc46c898799d016a9a,The Animatrix,2003,1510,7.2
665daecc46c898799d016a9b,The Death of Stalin,2017,1781,7.007
665daecc46c898799d016a9c,Boy Erased,2018,1339,7.034
665daecc46c898799d016a9d,Godzilla vs. King Ghidorah,1991,193,6.974
665daecc46c898799d016a9e,Monkey King: Hero Is Back,2015,254,6.909
665daecc46c898799d016a9f,Wall Street: Money Never Sleeps,2010,1465,6.1
665daecc46c898799d016aa0,Lifeforce,1985,557,6.267
665daecc46c898799d016aa1,The Quake,2018,716,6.752
665daecc46c898799d016aa2,[REC]³ Genesis,2012,1415,5.267
665daecc46c898799d016aa3,"Hail, Caesar!",2016,3665,5.911
665daecc46c898799d016aa4,Little Women,1994,1173,7.284
665daecc46c898799d016aa5,Deep Rising,1998,659,6.161
665daecc46c898799d016aa6,Jerry & Marge Go Large,2022,285,7.335
665daecc46c898799d016aa7,Deep Rising,1998,659,6.161
665daecc46c898799d016aa8,Jerry & Marge Go Large,2022,285,7.335
665daecc46c898799d016aa9,Secretariat,2010,565,7.399
665daecc46c898799d016aaa,Twins,1988,2176,6.007
665daecc46c898799d016aab,Australia,2008,2222,6.591
665daecc46c898799d016aac,Cowboy Bebop: The Movie,2001,844,7.698
665daecc46c898799d016aad,Into the Blue,2005,1445,5.894
665daecc46c898799d016aae,Night of the Living Dead,1968,2332,7.615
665daecc46c898799d016aaf,Hellraiser: Judgment,2018,286,5.219
665daecc46c898799d016ab0,Scooby-Doo! in Where's My Mummy?,2005,380,7.428
665daecc46c898799d016ab1,Detective Conan: The Eleventh Striker,2012,116,6.9
665daecc46c898799d016ab2,BlackBerry,2023,457,7.2
665daecc46c898799d016ab3,Apex,2021,558,5.213
665daecc46c898799d016ab4,Fatal Affair,2020,281,5.6
665daecc46c898799d016ab5,Killer Joe,2011,1352,6.5
665daecc46c898799d016ab6,Descendants: The Royal Wedding,2021,148,6.7
665daecc46c898799d016ab7,Super Mario Bros.,1993,1254,4.4
665daecc46c898799d016ab8,Master Z: Ip Man Legacy,2018,509,6.434
665daecc46c898799d016ab9,Midnight in the Switchgrass,2021,399,5.957
665daecc46c898799d016aba,Pokémon: Arceus and the Jewel of Life,2009,270,7.1
665daecc46c898799d016abb,Moonrise Kingdom,2012,5675,7.696
665daecc46c898799d016abc,Gunpowder Milkshake,2021,941,6.342
665daecc46c898799d016abd,Captive,2015,261,5.72
665daecc46c898799d016abe,Kiss the Girls,1997,1435,6.519
665daecc46c898799d016abf,¡Three Amigos!,1986,925,6.304
665daecc46c898799d016ac0,Illang: The Wolf Brigade,2018,276,6.339
665daecc46c898799d016ac1,Identity,2003,3718,7.18
665daecc46c898799d016ac2,Willy's Wonderland,2021,925,6.012
665daecc46c898799d016ac3,Gold,2022,549,6.194
665daecc46c898799d016ac4,Wheels on Meals,1984,364,6.924
665daecc46c898799d016ac5,The Replacements,2000,900,6.636
665daecc46c898799d016ac6,Open Season,2006,2658,6.154
665daecc46c898799d016ac7,Togo,2019,1947,8.15
665daecc46c898799d016ac8,The Guardian,2006,1455,7.1
665daecc46c898799d016ac9,The Rainmaker,1997,1229,7.017
665daecc46c898799d016aca,Woman in the Dunes,1964,407,8.2
665daecc46c898799d016acb,Neighbors 2: Sorority Rising,2016,4293,5.821
665daecc46c898799d016acc,Stealing Beauty,1996,540,6.716
665daecc46c898799d016acd,Menace II Society,1993,741,7.514
665daecc46c898799d016ace,Central Station,1998,844,8.14
665daecc46c898799d016acf,Hitchcock,2012,1460,6.561
665daecc46c898799d016ad0,The Postman,1997,1023,6.246
665daecc46c898799d016ad1,Anna Karenina,2012,2213,6.724
665daecc46c898799d016ad2,The Train,1964,304,7.526
665daecc46c898799d016ad3,Iron Man: Rise of Technovore,2013,170,6.029
665daecc46c898799d016ad4,Repossessed,1990,295,5.1
665daecc46c898799d016ad5,Jackass Forever,2022,738,6.827
665daecc46c898799d016ad6,Run,2020,2449,7.257
665daecc46c898799d016ad7,Demon Seed,1977,222,5.872
665daecc46c898799d016ad8,One Shot,2021,832,6.759
665daecc46c898799d016ad9,Awareness,2023,150,5.763
665daecc46c898799d016ada,A Man Apart,2003,847,6.079
665daecc46c898799d016adb,The Nutty Professor,1996,2805,5.629
665daecc46c898799d016adc,As the Gods Will,2014,464,7.186
665daecc46c898799d016add,The Little Mermaid,2018,826,5.017
665daecc46c898799d016ade,The Land Before Time,1988,2454,7.136
665daecc46c898799d016adf,The Little Mermaid,2018,826,5.017
665daecc46c898799d016ae0,The Land Before Time,1988,2454,7.136
665daecc46c898799d016ae1,Nosferatu the Vampyre,1979,787,7.306
665daecc46c898799d016ae2,Simulant,2023,146,6
665daecc46c898799d016ae3,Final Fantasy VII: Advent Children,2005,1099,7.145
665daecc46c898799d016ae4,How to Be a Latin Lover,2017,600,6.926
665daecc46c898799d016ae5,Runaway Bride,1999,1908,6.095
665daecc46c898799d016ae6,Infernal Affairs III,2003,302,6.9
665daecc46c898799d016ae7,Empire of the Sun,1987,1850,7.516
665daecc46c898799d016ae8,The Queen's Corgi,2019,405,5.967
665daecc46c898799d016ae9,Miss Sloane,2016,1742,7.443
665daecc46c898799d016aea,Non-Stop,2014,5194,6.811
665daecc46c898799d016aeb,Three Colors: White,1994,1133,7.46
665daecc46c898799d016aec,The Man with the Iron Heart,2017,739,6.5
665daecc46c898799d016aed,The Jungle Book 2,2003,1104,5.894
665daecc46c898799d016aee,Teen Titans Go! To the Movies,2018,1079,7.22
665daecc46c898799d016aef,Paws of Fury: The Legend of Hank,2022,279,6.699
665daecc46c898799d016af0,Triple Threat,2019,543,6.401
665daecc46c898799d016af1,Journey to the West: Conquering the Demons,2013,348,6.922
665daecc46c898799d016af2,Batman and Superman: Battle of the Super Sons,2022,273,7.667
665daecc46c898799d016af3,The Highwaymen,2019,1949,6.749
665daecc46c898799d016af4,The Illusionist,2006,4742,7.296
665daecc46c898799d016af5,Honor Society,2022,354,7.6
665daecc46c898799d016af6,Mr. Nobody,2009,5693,7.819
665daecc46c898799d016af7,Jin-Roh: The Wolf Brigade,1999,462,7.402
665daecc46c898799d016af8,Queenpins,2021,399,6.521
665daecc46c898799d016af9,Polar,2019,2116,6.272
665daecc46c898799d016afa,La Abuela (The Grandmother),2022,430,5.836
665daecc46c898799d016afb,G-Force,2009,1800,5.448
665daecc46c898799d016afc,"Spring, Summer, Fall, Winter... and Spring",2003,1017,7.86
665daecc46c898799d016afd,Battle for Sevastopol,2015,438,7.366
665daecc46c898799d016afe,MouseHunt,1997,1194,6.542
665daecc46c898799d016aff,Machine Gun Preacher,2011,1008,6.733
665daecc46c898799d016b00,No Exit,2022,1072,6.902
665daecc46c898799d016b01,The Rocketeer,1991,892,6.482
665daecc46c898799d016b02,Shottas,2002,311,7.645
665daecc46c898799d016b03,3:10 to Yuma,2007,3452,7.209
665daecc46c898799d016b04,The Jackal,1997,1791,6.367
665daecc46c898799d016b05,The Fountain,2006,2677,6.939
665daecc46c898799d016b06,Goodnight Mommy,2022,410,6.243
665daecc46c898799d016b07,The X Files,1998,1541,6.864
665daecc46c898799d016b08,The Day the Earth Stood Still,1951,1064,7.5
665daecc46c898799d016b09,Air Force One,1997,2838,6.483
665daecc46c898799d016b0a,Dangerous Liaisons,2022,279,5.81
665daecc46c898799d016b0b,Hollow Man II,2006,239,4.921
665daecc46c898799d016b0c,Trolls Holiday,2017,468,6.675
665daecc46c898799d016b0d,The Entity,1982,454,6.631
665daecc46c898799d016b0e,Charlie Wilson's War,2007,1420,6.538
665daecc46c898799d016b0f,Failure to Launch,2006,1575,5.793
665daecc46c898799d016b10,August Rush,2007,2600,7.405
665daecc46c898799d016b11,Love Don't Co$t a Thing,2003,439,7.169
665daecc46c898799d016b12,Something Borrowed,2011,1002,6.246
665daecc46c898799d016b13,He's All That,2021,1318,6.55
665daecc46c898799d016b14,The Diary of a Teenage Girl,2015,703,6.605
665daecc46c898799d016b15,Threads,1984,290,7.59
665daecc46c898799d016b16,Tarzan & Jane,2002,593,5.982
665daecc46c898799d016b17,2:22,2017,1409,6.022
665daecc46c898799d016b18,Fried Green Tomatoes,1991,1287,7.707
665daecc46c898799d016b19,Hunter x Hunter: Phantom Rouge,2013,176,7.1
665daecc46c898799d016b1a,Tremors: Shrieker Island,2020,191,6.089
665daecc46c898799d016b1b,"The Cook, the Thief, His Wife & Her Lover",1989,591,7.4
665daecc46c898799d016b1c,The Pagemaster,1994,716,6.382
665daecc46c898799d016b1d,Striptease,1996,1031,5.538
665daecc46c898799d016b1e,48 Hrs.,1982,1414,6.679
665daecc46c898799d016b1f,West Side Story,1961,1819,7.257
665daecc46c898799d016b20,The Heist of the Century,2020,759,7.791
665daecc46c898799d016b21,Hubie Halloween,2020,1548,5.933
665daecc46c898799d016b22,Dogma,1999,2414,6.918
665daecc46c898799d016b23,Haunting of the Queen Mary,2023,132,5.2
665daecc46c898799d016b24,Red Tails,2012,609,6.534
665daecc46c898799d016b25,A Babysitter's Guide to Monster Hunting,2020,286,6.2
665daecc46c898799d016b26,Arkansas,2020,294,5.782
665daecc46c898799d016b27,Flavors of Youth,2018,533,6.9
665daecc46c898799d016b28,Trolls Holiday in Harmony,2021,177,7.2
665daecc46c898799d016b29,Sleeping Beauty,2011,599,5.3
665daecc46c898799d016b2a,Thirteen Lives,2022,1181,7.896
665daecc46c898799d016b2b,A Cinderella Story: If the Shoe Fits,2016,818,7.199
665daecc46c898799d016b2c,Scooby-Doo on Zombie Island,1998,710,7.7
665daecc46c898799d016b2d,Mandy,2018,1820,6.2
665daecc46c898799d016b2e,Godzilla: City on the Edge of Battle,2018,321,6.5
665daecc46c898799d016b2f,Hellbound: Hellraiser II,1988,1049,6.401
665daecc46c898799d016b30,Tremors 3: Back to Perfection,2001,601,5.782
665daecc46c898799d016b31,Trick or Treat Scooby-Doo!,2022,178,7.073
665daecc46c898799d016b32,Good Morning,1959,253,7.731
665daecc46c898799d016b33,The Legend of Hercules,2014,1280,4.777
665daecc46c898799d016b34,Teen Titans: The Judas Contract,2017,677,7.4
665daecc46c898799d016b35,Hot Shots!,1991,2079,6.571
665daecc46c898799d016b36,Winnie the Pooh: Springtime with Roo,2004,161,6.7
665daecc46c898799d016b37,What Dreams May Come,1998,2227,7.199
665daecc46c898799d016b38,Made in Abyss: Dawn of the Deep Soul,2020,209,7.9
665daecc46c898799d016b39,A Cinderella Story: Once Upon a Song,2011,996,6.4
665daecc46c898799d016b3a,The Zookeeper's Wife,2017,1465,7.344
665daecc46c898799d016b3b,The Keep,1983,232,5.765
665daecc46c898799d016b3c,Sniper,1993,398,6.142
665daecc46c898799d016b3d,Pokémon Heroes,2002,335,6.682
665daecc46c898799d016b3e,Jacob's Ladder,1990,1565,7.359
665daecc46c898799d016b3f,Stargate: The Ark of Truth,2008,468,7.105
